Customer,WO #,Invoice #,Date,Due Date,Total,Balance,Invoice Pay Status,WO Description,Summary
"""Geyer, Robert & Barbara""",1794,i1731,2026-02-23 12:00 AM,2026-03-25 12:00 AM,173.75,173.75,OVERDUE,MASTER BEDROOM AREA-NO HEAT/,MASTER BEDROOM AREA-NO HEAT/\CRChecked customer concerns. No heat in master bedroom. Found a bad sequencer fail open. Replaced the sequencer. Checked op
"""Geyer, Robert & Barbara""",1820,i1767,2026-02-28 12:00 AM,2026-03-30 12:00 AM,118.75,118.75,OVERDUE,MASTER BEDROOM A/C-NOT WORKING/\CRUnit not working,MASTER BEDROOM A/C-NOT WORKING/\CRUpon arrival found master bedroom system not cooling. Found low voltage wire from air hander to outside unit was deter
"""Geyer, Robert & Barbara""",1963,i1887,2026-04-01 12:00 AM,2026-05-01 12:00 AM,900.00,900.00,OVERDUE,Paid Planned Service Agreement Yearly Invoice. \CR2-Units\CRPaid ck #0000985205 on 04/14/2026.,Planned Service Agreement Yearly Invoice. \CR2-Units
"""Geyer, Robert & Barbara""",2109,i2011,2026-05-13 12:00 AM,2026-06-12 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR APRIL 2026/\CR2 UNITS\CR,"INDEPTH A/C MAINTENANCE FOR APRIL 2026/\CRMaintenance completed by Gabriel. \CRCleared drain lines, cleaned drain pans, changed filters, and checked all e"
"""Geyer, Robert & Barbara""",2128,i2077,2026-05-07 12:00 AM,2026-06-06 12:00 AM,0.00,0.00,NON-BILLABLE,A/H MAKING A GURGLING NOISE/\CRNo charge per Rob. \CR,"A/H MAKING A GURGLING NOISE/\CRThe noise is coming from the filter grill; removed the filter, and the noise went away. For now, I have installed an FP1-"
"""Gillings, Dan""",2374,i2248,2026-06-09 12:00 AM,2026-07-09 12:00 AM,831.00,831.00,PENDING,Conf via email on 07/13/2026 for 07/17/2026 8:30 am \CRJim's neighbor \CRREPLACE WARRANTY CONDENSER COIL/$831.00\CR15 lbs -410A (inc Jim's 3 lbs)\CRdrier,REPLACE WARRANTY CONDENSER COIL/
"""Gonzalez, David""",2365,i2225,2026-06-29 12:00 AM,2026-07-29 12:00 AM,285.00,285.00,DUE,Paid NO COOL/\CRPaid by Zelle/Robert paid with ck #5612 on 07/02/2026.,"NO COOL/\CRChecked unit, found bad dual capacitor. Replaced with new. Checked the drain line and drain pan. Cleared drain line and cleaned drain pan. Un"
"""Gonzalez, Nimia""",2391,i2249,2026-07-07 12:00 AM,2026-08-06 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR JULY 2026/\CRFilter: 1-16x20x1\CRCC# 379781851121002 Exp: 11/30 Code 666 same address paid for the contract amount $350.00.\CRPa,"INDEPTH A/C MAINTENANCE FOR JULY 2026/\CRPerformed 1st maintenance. During maintenance found system not cooling well, we found a refrigerant leak in the"
"""Gonzalez, Nimia""",2418,i2275,2026-07-07 12:00 AM,2026-08-06 12:00 AM,350.00,350.00,DUE,Paid Planned Service Agreement Yearly Invoice. \CR1-Unit\CRPaid by cc on 7/1/2026,Planned Service Agreement Yearly Invoice. \CR1-Unit\CRPaid by cc on 7/1/2026
"""Gonzalez, Nimia""",2439,i2295,2026-07-13 12:00 AM,2026-08-12 12:00 AM,589.00,589.00,PENDING,Need to make sure with Eric we have the expansion valve/if not I need to move to Thursday.....\CRConf with Nimia via text on 7/10/2026 for 07/14/2026 di,A/C SYSTEM/
"""Green, Stephen & Nancy""",1602,i1645,2026-01-07 12:00 AM,2026-02-06 12:00 AM,630.00,630.00,OVERDUE,Paid UPPER BEDROOM AREA-DRIPPING WATER/\CRMarta said Friday morning is fine.\CRPaid ck #4066 on 02/02/2026.,"UPPER BEDROOM AREA-DRIPPING WATER/\CRChecked water issue, the drain line was clean not dripping water from there. Lower the system to check cooling ther"
"""Green, Stephen & Nancy""",1838,i1773,2026-03-11 12:00 AM,2026-04-10 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR MARCH 2026/\CRPSA-8 UNITS \CR,INDEPTH A/C MAINTENANCE FOR MARCH 2026/\CRMaintenance completed by Gabriel/Pablo. \CRDuring maintenance found:\CRCU-4-Kitchen area- refrigerant leak in the
"""Green, Stephen & Nancy""",1883,i1808,2026-03-11 12:00 AM,2026-04-10 12:00 AM,185.00,185.00,OVERDUE,FORMAL DINING/MEDIA ROOM/\CRFound during maintenance-a bad warranty condenser fan motor for formal dining/media room. Need to replace.,FORMAL DINING/MEDIA ROOM/\CRReplaced a faulty condenser fan motor. System is working properly.
"""Green, Stephen & Nancy""",1897,i1814,2026-04-17 12:00 AM,2026-05-17 12:00 AM,875.00,875.00,OVERDUE,Paid KITCHEN AREA-CONDENSING UNIT/$875.00 \CRNeed to replace warranty condenser coil for this area. Start up and charge system.\CRPaid ck #4116 on 04/23/2,"KITCHEN AREA-CONDENSING UNIT/\CRReplaced the leaking condenser coil. Recovered refrigerant, evacuated and recharged system.  Checked operation, unit run"
"""Green, Stephen & Nancy""",1999,i1947,2026-04-10 12:00 AM,2026-05-10 12:00 AM,0.00,0.00,NON-BILLABLE,UPSTAIRS-NEED TO CHECK THE MASTER THERMOSTAT TO SEE IF THEY BEDROOMS CAN BE SEPARATED TO HAVE THEIR OWN THERMOSTATS AND THE BREAKER/DISCONNECT/\CRMarta,"NEED TO CHECK THE THERMOSTAT AND THE BREAKER/DISCONNECT/\CRDisconnect for condenser unit #2-needs to be replaced, pull-out handle is broken. Rob sending"
"""Green, Stephen & Nancy""",2253,i2134,2026-06-11 12:00 AM,2026-07-11 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR JUNE 2026/\CR8-units \CR,INDEPTH A/C MAINTENANCE FOR JUNE 2026/\CRMaintenance completed by Gabriel/Ritter.\CRMartha want to schedule the pressurization test for the guest room nex
Griek Christopher & Allison,2049,i1983,2026-04-24 12:00 AM,2026-05-24 12:00 AM,125.00,125.00,OVERDUE,Paid MAINTENANCE ON 2 UNITS/\CRPaid ck #1987 on 05/11/2026.,"MAINTENANCE ON 2 UNITS/\CRCompleted maintenance by Pablo. \CRCompleted maintenance. Units are working at this time, vacuumed drain lines, cleaned drains,"
"""Guerrero, Edgar""",2402,i2266,2026-07-03 12:00 AM,2026-08-02 12:00 AM,295.00,295.00,DUE,A/C NOT COOLING/,A/C NOT COOLING/\CR7/3\CRFound unit iced up. Defrosted found unit low on refrigerant. Leak checked found no leak at this time. Topped off charge w/R-410A.
"""Gulick, Jessica""",1867,i2261,2026-03-23 12:00 AM,2026-04-22 12:00 AM,0.00,0.00,NON-BILLABLE,CLEAN UNDER AHU LOOK AT DUCT LEAK WHERE UV LIGHT IS/\CRNo charge per Rob.,CLEAN UNDER AHU LOOK AT DUCT LEAK WHERE UV LIGHT IS/\CRVacuum the debris. Need to replace hard duct on front of supply plenum. About $300.00 per Robert.
"""Gulick, Jessica""",2422,i2280,2026-07-13 12:00 AM,2026-08-12 12:00 AM,725.00,725.00,DUE,Conf with Mrs. G on 7/7/2026 for 07/13/2026-between 11-12\CRREPAIR DUCT WORK AND REPLACE CONDENSER COIL/\CR$425.00 for warranty condenser coil replacement,REPAIR DUCT WORK AND REPLACE CONDENSER COIL/
Haney Residence,1913,i1883,2026-03-20 12:00 AM,2026-04-19 12:00 AM,0.00,0.00,NON-BILLABLE,NEED TO RELOCATED THE THERMOSTAT AND GET TEMP FILTERS FOR OLD UNIT/,NEED TO RELOCATED THE THERMOSTAT AND GET TEMP FILTERS FOR OLD UNIT/\CRChange order on Woodward for Haney Residence. Billing on work order 1539.
Haney Residence - 1009,1348,i1326,2026-05-05 12:00 AM,2026-06-04 12:00 AM,15000.00,15000.00,OVERDUE,1- Lennox EL18 series variable output a/c system w/ electric heat,
Haney Residence - 1009,2252,i2133,2026-06-03 12:00 AM,2026-07-03 12:00 AM,4838.00,4838.00,OVERDUE,"Change Order-Relocate/modify existing ducts on east master wing system. Replace 8"" kitchen exhaust ducting to 10"" ducting.",Work Completed per work order.
"""Haney, John""",2001,i1916,2026-04-22 12:00 AM,2026-05-22 12:00 AM,8672.00,8672.00,OVERDUE,Paid Install a single stage 2ton Lennox 16.0 SEER2 system \CRINSTALLATION DETAILS\CRRemove & dispose of the existing air conditioning system for the maste,INSTALLED MASTER BEDROOM WING 2 TON SPLIT SYSTEM STARTED UP CHARGED SYSTEM UNIT RUNNING NORMAL AT THIS TIME. ADDED SUPPLEMENTAL R/A DUCT IN FRONT BEDR
"""Haney, John""",2160,i2050,2026-05-18 12:00 AM,2026-06-17 12:00 AM,150.00,150.00,OVERDUE,INSTALL THERMOSTAT FOR MASTER BEDROOM\CRBilling only for difference in thermostat cost and shipping $150.00.,INSTALL THERMOSTAT FOR MASTER BEDROOM\CR5/18/2026\CRInstalled and configured the new thermostat in the master bedroom. \CRNOTE:  Made adjustment on thermost
"""Haney, John""",2185,i2158,2026-05-22 12:00 AM,2026-06-21 12:00 AM,0.00,0.00,NON-BILLABLE,MAIN SYSTEM HOT AND COLD SPOTS/WARRANTY CALL,MAIN SYSTEM HOT AND COLD SPOTS/\CRBalanced air duct on new main house installation to increase more air flow in kitchen area.
Head First Hair,1920,i1853,2026-03-25 12:00 AM,2026-04-24 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR MARCH 2026/\CRPSA 2-UNITS\CR1 at the business and 1 at the residence. We do the home at the same time we do the business.\CR,INDEPTH A/C MAINTENANCE FOR MARCH 2026/\CR3/25\CRServiced both business and home. Flushed drains and pan. Checked charge on units. House is a little short
"""Johnson , Michael & Leanne""",1892,i1815,2026-03-13 12:00 AM,2026-04-12 12:00 AM,325.00,325.00,OVERDUE,Paid A/C UNIT NOT COOLING/\CRMike gave Charlie an envelop on 6/11/2026\CRPaid ck #2530 on 6/15/2026.,"A/C UNIT NOT COOLING/\CRChecked system. Found system low on refrigerant, added 4 lbs R410A. System is running and cooling now."
"""Johnson, Peter""",1859,i1788,2026-03-06 12:00 AM,2026-04-05 12:00 AM,250.00,250.00,OVERDUE,Paid MAIN UNIT/\CRReplace Thermostat\CRCash payment given to Darryl on 03/05/2026.,MAIN UNIT/\CRReplaced bad Pro 8000 tstat with new S1200 tstat and remote sensor in Guest Bedroom.
Joyville Trust,2368,i2232,2026-06-30 12:00 AM,2026-07-30 12:00 AM,800.69,800.69,DUE,2ND FLOOR A/C-COMMON AREA-UNIT #2-NOT COOLING/Call Jose with 20 minute notice\CRJose placed call via phone.\CR,2ND FLOOR A/C-COMMON AREA-UNIT #2-NOT COOLING/\CR6/30\CRUpon on arrival found the system was out of refrigerant. Performed a diagnostic leak search and fo
"""Kelly, Patrick & Diane""",1554,i1585,2026-01-06 12:00 AM,2026-02-05 12:00 AM,0.00,0.00,NON-BILLABLE,"IN-DEPTH A/C MAINTENANCE FOR DECEMBER 2025/\CRAlso need to remove/disconnect the dehumidifier. \CR3-central a/c's, 3-duct mini split systems 6 hrs\CRFP1-13.",IN-DEPTH A/C MAINTENANCE FOR DECEMBER 2025/  \CRMaintenance completed and removed/disconnected 2 dehumidifiers.
"""Kelly, Patrick & Diane""",1850,i1783,2026-03-12 12:00 AM,2026-04-11 12:00 AM,0.00,0.00,NON-BILLABLE,"IN-DEPTH A/C MAINTENANCE FOR MARCH 2026/  \CR3-central a/c's, 3-duct mini split systems \CR","IN-DEPTH A/C MAINTENANCE FOR MARCH 2026/\CRMaintenance completed by Gabriel/Pablo. \CRCleared drain lines, cleaned drain lines, changed filters, and check"
"""Kelly, Patrick & Diane""",1869,i1807,2026-03-10 12:00 AM,2026-04-09 12:00 AM,225.00,225.00,OVERDUE,Paid LAUNDRY AREA-MINI SPLIT SYSTEM-NOT WORKING/\CRPaid ck# 918676036 on 04/08/2026.,"LAUNDRY AREA-MINI SPLIT SYSTEM-NOT WORKING/\CRChecked mini split, found system low on refrigerant. Added refrigerant and performed diagnostic leak searc"
"""Kelly, Patrick & Diane""",1930,i1864,2026-03-27 12:00 AM,2026-04-26 12:00 AM,818.00,818.00,OVERDUE,Paid LAUNDRY AREA-NOT COOLING/\CRPaid ck #918676041on 04/08/2026.,LAUNDRY AREA-NOT COOLING/\CRFound mini split was low on refrigerant. Added 4 lbs. Performed leak search and did not find any leaks in the indoor or outd
"""Kelly, Patrick & Diane""",2283,i2160,2026-06-15 12:00 AM,2026-07-15 12:00 AM,0.00,0.00,NON-BILLABLE,"IN-DEPTH A/C MAINTENANCE FOR JUNE 2026/  \CR3-central a/c's, 3-duct mini split systems \CR","IN-DEPTH A/C MAINTENANCE FOR JUNE 2026/\CRMaintenance completed by Gabriel.\CRCleared the drain lines, cleaned drain pans, changed filters and checked all"
"""Kilwin's Quality Confections, Inc.""",1612,i1559,2026-01-01 12:00 AM,2026-01-31 12:00 AM,825.00,825.00,OVERDUE,Paid RSC Service Agreement Quarterly Invoice.\CRPaid ck #50956 on 02/02/2026.,RSC Service Agreement Quarterly Invoice.
"""Kilwin's Quality Confections, Inc.""",1552,i1605,2026-01-10 12:00 AM,2026-02-09 12:00 AM,0.00,0.00,NON-BILLABLE,MAINTENANCE FOR JANUARY 2026/\CRRefrigeration Service. 4-Kramer industrial grade refrigeration systems & 1-Rheem air conditioning system 10 hrs.\CRBelts w,MAINTENANCE FOR JANUARY 2026/\CRMaintenance completed by Jim/Charlie/Pablo. \CR1/9/26\CRCompleted service on all refrigeration equipment and a/c. Flushed dr
"""Kilwin's Quality Confections, Inc.""",1905,i1821,2026-04-16 12:00 AM,2026-05-16 12:00 AM,390.96,390.96,OVERDUE,Paid INDEPTH A/C MAINTENANCE AND REFRIGERATION FOR APRIL 2026/\CRRefrigeration Service. 4-Kramer industrial grade refrigeration systems & 1-Rheem air co,INDEPTH A/C MAINTENANCE AND REFRIGERATION FOR APRIL 2026/\CR5/16\CRCompleted Service on all a/c and refrigeration equipment. Replaced two contactors on Ea
"""Kilwin's Quality Confections, Inc.""",1969,i1893,2026-04-01 12:00 AM,2026-05-01 12:00 AM,867.00,867.00,OVERDUE,Paid RSC Service Agreement Quarterly Invoice.\CRPaid ck #051534 on 04/14/2026.,RSC Service Agreement Quarterly Invoice.
"""Kilwin's Quality Confections, Inc.""",2036,i1941,2026-04-20 12:00 AM,2026-05-20 12:00 AM,3619.00,3619.00,OVERDUE,Paid FREEZER NOT WORKING/\CRPaid ck #51706 on 05/14/2026 part of amount $6872.47.,FREEZER NOT WORKING/\CR4/17\CRFound unit low on refrigerant. Topped off charge for now. Need to return.  \CR4/20\CRPicked up refrigerant. Cleared glass on Wes
"""Kilwin's Quality Confections, Inc.""",2038,i1953,2026-04-21 12:00 AM,2026-05-21 12:00 AM,2862.51,2862.51,OVERDUE,Paid REINSULATED LINES FOR EVAPORATOR #3 & #4 FOR WALK IN FREEZER/\CRPaid ck #51706 on 05/14/2026 part of amount $6872.47.,REINSULATED LINES FOR EVAPORATOR #3 & #4 FOR WALK IN FREEZER/\CR Reinsulated Suction lines on Evaporator #3+#4 for walk in freezer. \CR\CR\CR\CR
"""Kilwin's Quality Confections, Inc.""",2133,i2033,2026-05-08 12:00 AM,2026-06-07 12:00 AM,825.50,825.50,OVERDUE,Paid EAST WAREHOUSE-UNIT NOT WORKING/\CRPaid ck #51859 on 6/15/2026.,EAST WAREHOUSE-UNIT NOT WORKING/\CR5/8\CRFound East warehouse unit down. Found dual pressure control points open. Replaced and restarted. Operation all ch
"""Kilwin's Quality Confections, Inc.""",2201,i2098,2026-05-28 12:00 AM,2026-06-27 12:00 AM,3617.06,3617.06,OVERDUE,Paid FREEZER-NOT HOLDING TEMP/\CRPaid ck #51941 on 06/26/2026\CR,FREEZER-NOT HOLDING TEMP/\CR5/27\CRFound West condensing unit low on refrigerant. Topped charge for now. Will return to leak check.\CR5/28\CRFound leak on liq
"""Kilwin's Quality Confections, Inc.""",2380,i2239,2026-07-01 12:00 AM,2026-07-31 12:00 AM,867.00,867.00,DUE,RSC Service Agreement Quarterly Invoice.,RSC Service Agreement Quarterly Invoice.
Knott Sherry,2346,i2227,2026-07-03 12:00 AM,2026-08-02 12:00 AM,185.00,185.00,DUE,PERFORM A/C MAINTENANCE/\CRMailed invoice on 7/9/2026. \CR,"PERFORM A/C MAINTENANCE/\CRMaintenance complete. Cleared drain line, cleaned drain pan, changed filter, and checked all electrical components."
Kobus Barbara,2303,i2179,2026-06-16 12:00 AM,2026-07-16 12:00 AM,400.00,400.00,DUE,Paid Planned Service Agreement Yearly Invoice. \CRPaid cc on 06/12/2026. \CR\CR,Planned Service Agreement Yearly Invoice. \CR\CR
Labetti Denise -105,2324,i2200,2026-06-18 12:00 AM,2026-07-18 12:00 AM,125.00,125.00,DUE,"Paid A/C-NOT COOLING/\CRDenise Labetti-address: 100 Paradise Harbour Blvd Apt 501, North Palm Beach, FL 33408 cc #: 4246315260338056 Exp: 6/28 Code: 899","A/C-NOT COOLING/\CRFound unit off on float switch, blew nitro into line, put pan tabs in condensate pan and added drain solve to the drain line. Checked"
"""Leveroni, Roberto-Brother's house""",2131,i2031,2026-05-08 12:00 AM,2026-06-07 12:00 AM,2100.00,2100.00,OVERDUE,Paid INSTALLATION OF A/C UNIT/\CRPaid by cc on 06/19/2026.\CRInfo: 4266 8435 3149 9113 Exp: 04/31 Code 652 same billing address Name Carlos Leveroni on th,INSTALLATION OF A/C UNIT/\CRLabor and parts to install 2.5-ton split system that customer purchased themselves.\CREvacuated and charged system. Replaced t
"""Leveroni, Roberto-Brother's house""",2197,i2093,2026-05-26 12:00 AM,2026-06-25 12:00 AM,0.00,0.00,NON-BILLABLE,"UNIT KEEPS BACKING UP/\CRNeed 30 minute notice 561-239-5010. This is the brother's house, we just installed an a/c unit. \CR","UNIT KEEPS BACKING UP/\CRFound clogged drain line, cleaned with vacuum. System is draining well."
"""Lewis, Brian""",1990,i1922,2026-04-09 12:00 AM,2026-05-09 12:00 AM,0.00,0.00,NON-BILLABLE,CHECK INSTALLATION/START UP EQUIPMENT/,"CHECK INSTALLATION/START UP EQUIPMENT/\CRSpoke to Mr. Lewis on 4/9/2025 @ 12:05 pm, already taken care of."
"""Lewis, Brian""",2013,i1929,2026-04-14 12:00 AM,2026-05-14 12:00 AM,225.00,225.00,OVERDUE,Paid CHECK INSTALLATION/START UP EQUIPMENT/\CRPaid ck# 1468 on 04/16/2026 paid in full.,CHECK INSTALLATION/START UP EQUIPMENT/\CRVerified installation and charged system.
Loughran  Residence,1778,i1719,2026-02-18 12:00 AM,2026-03-20 12:00 AM,0.00,0.00,NON-BILLABLE,MAIN HOUSE A/C UNIT-NOT COOLING/\CRNo charge per Rob 03/02/2026.,"MAIN HOUSE A/C UNIT-NOT COOLING/\CRMain house system was off on flow switch, had enough water to stop the system, drain line and condensate pump were cl"
Loughran  Residence,1854,i1785,2026-03-09 12:00 AM,2026-04-08 12:00 AM,36.00,36.00,OVERDUE,INDEPTH A/C MAINTENANCE FOR MARCH 2026/\CR2-Units,INDEPTH A/C MAINTENANCE FOR MARCH 2026/\CRMaintenance completed by Gabriel. \CRReplaced a weak capacitor in the main house condensing unit.
Loughran  Residence,2415,i2274,2026-07-09 12:00 AM,2026-08-08 12:00 AM,0.00,0.00,NON-BILLABLE,INDEPTH A/C MAINTENANCE FOR JULY 2026/\CR2-Units,INDEPTH A/C MAINTENANCE FOR JULY 2026/\CRCompleted maintenance by Gabriel/Ritter. \CRMaintenance complete.
Loxahatchee Club The,1605,i1552,2026-01-01 12:00 AM,2026-01-31 12:00 AM,4000.00,4000.00,OVERDUE,Paid Labor Maintenance Agreement Monthly Invoice.\CRPaid ACH on 1/23/2026 part of amount $4347.38,Labor Maintenance Agreement Monthly Invoice.
Loxahatchee Club The,1618,i1565,2026-01-02 12:00 AM,2026-02-01 12:00 AM,0.00,0.00,NON-BILLABLE,TURTLE CAFE-REACH IN COOLER-DEAD/\CRRob placed the call.\CR\CR\CR,TURTLE CAFE-REACH IN COOLER-DEAD/\CR1/2\CRI checked the reach-in cooler; someone had placed a fan and a tray on top of the unit without realizing that the
Loxahatchee Club The,1622,i1577,2026-01-05 12:00 AM,2026-02-04 12:00 AM,0.00,0.00,NON-BILLABLE,GRILL BAR NEXT TO LIQUOR CAGE-ICE MACHINE-NO ICE/,"GRILL BAR NEXT TO LIQUOR CAGE-ICE MACHINE-NO ICE/\CRHoshizaki ice machine. Found ice glide hanging over the water trough, allowing the water to spill in"
Loxahatchee Club The,1588,i1590,2026-01-23 12:00 AM,2026-02-22 12:00 AM,0.00,0.00,NON-BILLABLE,"ICE MACHINE AND VENTILATION FOR NOVEMBER 2025/\CRMain Club, Activity Center, Golf Maintenance & Sales Center, Golf Learning, HOA, Guard House and Golf S",ICE MACHINE AND VENTILATION FOR NOVEMBER 2025/\CRMaintenance completed by Jim/Gabriel\CRVentilation service completed.\CRLooks like the exhaust fan for the
Loxahatchee Club The,1599,i1614,2026-01-16 12:00 AM,2026-02-15 12:00 AM,0.00,0.00,NON-BILLABLE,"REFRIGERATION SERVICE FOR JANUARY 2026/\CRMain Club, Activity Center, Golf Maintenance & Sales Center, Golf Learning, HOA, Guard House and Golf Shops.\CRR",REFRIGERATION SERVICE FOR JANUARY 2026/\CRMaintenance completed by Gabriel/Jim/Robert \CR1/17 completed refrigeration maintenance.
Loxahatchee Club The,1688,i1638,2026-01-23 12:00 AM,2026-02-22 12:00 AM,0.00,0.00,NON-BILLABLE,ACTIVITY CENTER-ICE MACHINE-NO ICE/,ACTIVITY CENTER-ICE MACHINE-NO ICE/\CR1/22\CRChecked operation found sensitivity at touch pad causing auto dispensing. Recommend replacing touch board if
Loxahatchee Club The,1704,i1652,2026-02-02 12:00 AM,2026-03-04 12:00 AM,4000.00,4000.00,OVERDUE,Paid Labor Maintenance Agreement Monthly Invoice.\CRPaid ACH on 2/10/2026,Labor Maintenance Agreement Monthly Invoice.
Loxahatchee Club The,1731,i1677,2026-02-11 12:00 AM,2026-03-13 12:00 AM,708.13,708.13,OVERDUE,Paid COOLING TOWER-CLOSED LOOP FILLED VALVE LEAKING/\CRPaid ACH on 3/3/2026,COOLING TOWER-CLOSED LOOP FILLED VALVE LEAKING/\CR2/4\CRWater regulating valve and nipple leaking. Need to replace. \CRReplaced regulator and fill valve. Fi
Loxahatchee Club The,1761,i1700,2026-02-18 12:00 AM,2026-03-20 12:00 AM,0.00,0.00,NON-BILLABLE,"INDEPTH A/C MAINTENANCE FOR FEBRUARY 2026/\CRMain Club, Activity Center, Golf Maintenance & Sales Center, Golf Learning, HOA, Guard House and Golf Shops","INDEPTH A/C MAINTENANCE FOR FEBRUARY 2026/\CRMaintenance completed by Sammy/Robert/Gabriel/Charlie /Pablo.\CRCleared drain lines, cleaned drain lines, cha"
Loxahatchee Club The,1765,i1714,2026-02-13 12:00 AM,2026-03-15 12:00 AM,0.00,0.00,NON-BILLABLE,RECEIVING AREA-WALK IN FREEZER-DOWN/\CRWalk in freezer receiving area down,"RECEIVING AREA-WALK IN FREEZER-DOWN/\CRChecked the walk in freezer. The left evaporator fan motor was not running, found no power to motor. Removed exis"
Loxahatchee Club The,1754,i1717,2026-02-12 12:00 AM,2026-03-14 12:00 AM,4980.36,4980.36,OVERDUE,Paid COOLING TOWER #1 AND COOLING TOWER #2-PUMPS WERE LEAKING/\CRPaid ck #29655 on 04/23/2026.,"COOLING TOWER #1 AND COOLING TOWER #2-PUMPS WERE LEAKING/\CR2/11-pulled pump for repair. \CR2/12-Picked up pump. Installed pump #1 and motor. Also, pulled"
Loxahatchee Club The,1717,i1722,2026-02-03 12:00 AM,2026-03-05 12:00 AM,0.00,0.00,NON-BILLABLE,"UNITS 8, 10A, AND 11- NO HEAT/\CRSpoke with Robert he mentioned #12-I think it's 12 instead of 11.","UNITS 8, 10A, AND 11- NO HEAT/\CRLibrary check and change program in thermostat\CRUnit #9 tripped out on freeze stat. Reset.\CRUnit #11 unit running and hea"
Loxahatchee Club The,1801,i1739,2026-03-02 12:00 AM,2026-04-01 12:00 AM,850.00,850.00,OVERDUE,Paid MAIN KITCHEN-DISHWASHER EXHAUST FAN/\CRNeed to replace failed motor with OEM motor to restore operation to exhaust fan.\CRPaid ACH on 3/31/2026.,"MAIN KITCHEN-DISHWASHER EXHAUST FAN/\CRReplaced exhaust motor. Checked operation, all working normal at this time."
Loxahatchee Club The,1828,i1763,2026-03-02 12:00 AM,2026-04-01 12:00 AM,4000.00,4000.00,OVERDUE,Paid Labor Maintenance Agreement Monthly Invoice.\CRPaid ACH on 3/23/2026.,Labor Maintenance Agreement Monthly Invoice.
Loxahatchee Club The,1832,i1778,2026-03-02 12:00 AM,2026-04-01 12:00 AM,0.00,0.00,NON-BILLABLE,ACTIVITY CENTER AREA-AHU #3-WATER LEAK/,ACTIVITY CENTER AREA-AHU #3-WATER LEAK/\CRAHU-#3 emergency pan full of water. The system has a broken drain pan. Need to replace drain. Recommend replac
Loxahatchee Club The,1843,i1782,2026-03-04 12:00 AM,2026-04-03 12:00 AM,0.00,0.00,NON-BILLABLE,TURTLE CAFE-REACH IN FREEZER READIG 90 DEG-UNDERNEATH FLAT STOVE/,"TURTLE CAFE-REACH IN FREEZER READIG 90 DEG-UNDERNEATH FLAT STOVE/\CRFound bad compressor also, will need to replace evaporator blower wheel and motor. Q"
Loxahatchee Club The,1857,i1787,2026-03-24 12:00 AM,2026-04-23 12:00 AM,2754.49,2754.49,OVERDUE,"Paid TURTLE CAFE-REACH IN FREEZER/$2754.49\CRNeed to replace blower wheel and motor with OEM parts. Also, need to replace compressor for this unit also","TURTLE CAFE-REACH IN FREEZER/\CR3/24\CRMoved box from hot line. Installed new compressor, liquid drier and blower assembly. Pull vacuum, started up 24/225"
Loxahatchee Club The,1846,i1794,2026-03-06 12:00 AM,2026-04-05 12:00 AM,0.00,0.00,NON-BILLABLE,GOLF BAG ROOM AREA-HP UNIT-A/C NOT COOLING/\CRRobert placed the call.,GOLF BAG ROOM AREA-HP UNIT-A/C NOT COOLING/\CR3/4\CRFound unit with no error codes. Metisys system not calling for cooling. Try reaching out to Maintenanc
Loxahatchee Club The,1831,i1805,2026-03-03 12:00 AM,2026-04-02 12:00 AM,0.00,0.00,NON-BILLABLE,WINE ROOM AREA-NEED TO SURVEY EQUPMENT FOR CORRECT SIZE/,WINE ROOM AREA-NEED TO SURVEY EQUPMENT FOR CORRECT SIZE/\CR3/3\CRWine Room-evaluated equipment for possible remodel of wine room. Needs new refrigeration
Loxahatchee Club The,1893,i1838,2026-03-16 12:00 AM,2026-04-15 12:00 AM,0.00,0.00,NON-BILLABLE,ACTIVITIY CENTER-KITCHEN A/C NOT COOLING/\CRRob placed the service call.,"ACTIVITIY CENTER-KITCHEN A/C NOT COOLING/\CRChecked system, found a clogged drain line and emergency pan full of water. Cleared and removed water from e"
Loxahatchee Club The,1948,i1871,2026-03-27 12:00 AM,2026-04-26 12:00 AM,0.00,0.00,NON-BILLABLE,40-TON MORGANIZER-NOT WORKING/\CRRob placed service call.,"40-TON MORGANIZER-NOT WORKING/\CRUpon arrival found multiple units down, went through units. Found common problem off on fire alarm. Got with Robert, re"
Loxahatchee Club The,1964,i1888,2026-04-01 12:00 AM,2026-05-01 12:00 AM,4000.00,4000.00,OVERDUE,Paid Labor Maintenance Agreement Monthly Invoice.\CRPaid ACH on 04/17/2026,Labor Maintenance Agreement Monthly Invoice.
Loxahatchee Club The,1993,i1913,2026-04-07 12:00 AM,2026-05-07 12:00 AM,0.00,0.00,NON-BILLABLE,ACTIVITY CENTER-HOA OFFICE-UNIT #3-WATER IN DRIP PAN/\CRRobert placed the call. \CRGet info from a/c in activity center,"ACTIVITY CENTER-HOA OFFICE-UNIT #3-WATER IN DRIP PAN/\CRTook picture, unit-#3 Activity Center sent over to Eric. \CRUnit has broken fitting at the air han"
